-0.00427246	4.27246E-05	
-0.00366211	7.93457E-05	
-0.00549316	0.000134277	
-0.00732422	0.00020752	
-0.00610352	0.000268555	
-0.00366211	0.000305176	
-0.00183105	0.000323486	
-0.00610352	0.000384521	
-0.00549316	0.000439453	
-0.00366211	0.000476074	
-0.0012207	0.000488281	
0.000610352	0.000494385	
-0.00488281	0.000543213	
-0.0012207	0.00055542	
-0.00427246	0.000598145	
0.000610352	0.000604248	
-0.000610352	0.000610352	
-0.000610352	0.000616455	
0.000610352	0.000622559	
-0.00183105	0.000640869	
-0.00183105	0.00065918	
-0.00183105	0.00067749	
0.00366211	0.000714111	
-0.00305176	0.000744629	
-0.00366211	0.00078125	
0.00183105	0.000799561	
-0.00183105	0.000817871	
-0.00427246	0.000860596	
-0.00549316	0.000915527	
-0.000610352	0.000921631	
-0.00244141	0.000946045	
-0.00244141	0.000970459	
-0.0012207	0.000982666	
-0.00610352	0.0010437	
-0.00366211	0.00108032	
-0.00244141	0.00110474	
-0.00366211	0.00114136	
-0.0012207	0.00115356	
-0.00366211	0.00119019	
-0.00244141	0.0012146	
-0.00366211	0.00125122	
-0.00305176	0.00128174	
0	0.00128174	
-0.00427246	0.00132446	
-0.00793457	0.00140381	
-0.00366211	0.00144043	
-0.010376	0.00154419	
-0.00366211	0.00158081	
-0.00183105	0.00159912	
-0.00549316	0.00165405	
-0.00671387	0.00172119	
-0.00549316	0.00177612	
-0.00244141	0.00180054	
-0.00488281	0.00184937	
-0.00488281	0.00189819	
-0.00610352	0.00195923	
-0.00183105	0.00197754	
-0.00244141	0.00200195	
-0.00732422	0.0020752	
-0.00244141	0.00209961	
-0.00427246	0.00214233	
-0.00488281	0.00219116	
-0.00183105	0.00220947	
-0.00183105	0.00222778	
-0.00671387	0.00229492	
-0.00427246	0.00233765	
-0.0012207	0.00234985	
0.000610352	0.00235596	
-0.00671387	0.0024231	
0.00183105	0.00244141	
-0.00366211	0.00247803	
-0.00488281	0.00252686	
-0.00366211	0.00256348	
-0.00366211	0.0026001	
-0.00244141	0.00262451	
-0.0012207	0.00263672	
-0.00549316	0.00269165	
-0.00549316	0.00274658	
-0.00244141	0.002771	
0.000610352	0.0027771	
-0.00244141	0.00280151	
-0.0012207	0.00281372	
-0.000610352	0.00281982	
-0.00183105	0.00283813	
-0.00305176	0.00286865	
0.0012207	0.00288086	
-0.00183105	0.00289917	
-0.00549316	0.0029541	
-0.00244141	0.00297852	
0.00183105	0.00299683	
-0.0012207	0.00300903	
-0.00244141	0.00303345	
-0.00488281	0.00308228	
0.000610352	0.00308838	
-0.00305176	0.0031189	
-0.00305176	0.00314941	
-0.0012207	0.00316162	
-0.0012207	0.00317383	
-0.00793457	0.00325317	
-0.00854492	0.00333862	
0	0.0032959	
-0.000610352	0.00326538	
-0.00488281	0.00325928	
-0.00793457	0.00326538	
-0.00854492	0.00328979	
-0.00244141	0.00327759	
-0.00427246	0.003302	
-0.00793457	0.00332031	
-0.00671387	0.00333252	
-0.00610352	0.00335693	
-0.00549316	0.00339966	
-0.00549316	0.00344849	
-0.00183105	0.00341797	
-0.00488281	0.00345459	
-0.00610352	0.0034729	
